|||Columns||||||||||||
Rows|||Turkey||||||||||||
|||||||||||||||
|||01-January|02-February|03-March|04-April|05-May|06-June|07-July|08-August|09-September|10-October|11-November|12-December|
||2009|204.17|204.33|205.57|204.81|205.0|206.03|205.79|205.68|208.28|208.7|208.73|208.57|
||2010|210.46|210.4|211.27|213.48|214.46|214.52|215.6|215.56|216.69|217.64|217.7|216.49|
||2011|221.33|222.21|223.92|225.61|228.79|230.38|232.84|235.52|237.48|239.31|237.43|236.79|
||2012|239.92|239.35|240.65|244.84|244.03|244.98|246.08|246.51|250.75|252.42|251.99|252.45|
||2013|256.91|257.93|258.58|259.89|261.31|262.53|261.46|262.41|269.91|270.97|269.25|269.1|
||2014|276.64|277.53|281.13|280.87|282.31|282.92|284.16|287.25|288.69|289.83|287.3|283.58|
||2015|285.51|287.53|293.64|295.97|297.02|299.99|298.53|306.05|310.06|304.12|299.49|298.25|
||2016|304.03|303.23|303.37|303.54|302.88|297.31|298.63|300.74|301.76|305.58|303.71|302.82|
||2017|305.08|303.6|305.19|306.8|307.99|307.55|312.92|318.88|329.42|329.85|329.5|328.49|
||2018|329.19|331.49|338.15|345.06|351.16|355.73|365.75|385.14|404.25|392.91|384.7|383.98|
||2019|388.91|389.65|392.35|401.32|406.72|427.22|433.04|438.65|459.62|455.1|442.13|441.01|
||2020|447.78|448.59|446.1|445.34|444.82|448.96|457.98|467.96|468.51|469.87|468.14|464.81|
||2021|469.72|469.88|477.75|484.53|482.95|508.47|531.38|548.97|574.76|608.43|623.24|656.99|
||2022|706.83|713.62|743.89|758.67|822.45|901.74|923.6|955.11|959.8|968.52|975.15|965.05|
||2023|1071.82|1077.3|1075.96|1093.72|1182.68|1298.68|1496.26|1568.66|1635.35|1600.43|1576.0|1562.8|
||2024|1676.1|1697.26|1721.27|1784.14|1878.4|1971.16|2070.9|2138.05|2383.09|2336.37|2259.06|2249.48|
||2025|2366.43|2384.99|2380.4|2500.02|2600.0|2728.35|2831.91|2880.41|3158.79|3103.06|2998.84||
|12. (Miscellaneous Goods And Services)|2005|114.34|113.12|114.66|115.84|115.9|116.86|115.85|117.38|119.31|121.34|122.47|125.41|
||2006|127.85|129.33|129.59|133.37|140.14|138.91|142.21|141.38|139.99|139.91|141.04|140.87|
||2007|141.97|143.68|144.39|144.88|143.87|142.98|142.67|143.61|144.74|146.22|148.92|148.02|
||2008|151.88|154.5|157.89|159.14|157.84|158.15|159.61|156.39|156.68|162.83|162.86|165.28|
||2009|170.62|176.48|178.82|174.26|174.87|176.58|178.15|179.23|182.08|183.77|187.08|188.01|
||2010|188.44|188.85|190.17|190.08|193.82|193.33|189.45|189.03|191.35|192.96|194.43|198.37|
||2011|201.09|202.75|205.12|205.68|208.7|210.94|214.04|223.78|229.99|227.78|231.64|232.38|
||2012|236.55|237.43|239.03|239.75|240.31|242.42|243.5|244.69|250.22|252.16|252.26|252.51|
||2013|256.83|256.38|257.12|254.84|253.89|254.01|253.16|256.3|258.72|257.65|258.18|258.16|
||2014|264.44|267.45|270.66|270.4|271.73|273.63|275.35|277.15|279.14|281.21|280.94|283.15|
||2015|290.28|292.0|293.51|297.16|298.32|300.69|300.98|304.61|310.49|313.76|312.89|314.29|
||2016|322.82|327.04|329.88|330.59|333.72|334.75|339.14|340.68|341.64|343.07|347.05|349.12|
||2017|363.95|368.96|371.14|375.83|372.42|374.37|375.11|377.78|382.85|386.41|393.53|393.72|
||2018|405.36|408.69|411.49|421.03|429.7|437.23|439.78|465.52|500.05|508.11|503.21|507.12|
||2019|525.48|523.44|526.48|536.67|544.63|554.76|558.23|563.18|574.97|576.33|573.8|576.22|
||2020|604.36|609.5|617.08|645.84|658.26|664.62|680.51|715.18|719.71|734.26|742.61|738.27|
||2021|752.59|735.14|749.69|763.86|776.23|797.18|798.23|807.87|819.88|834.22|878.92|999.42|
||2022|1080.25|1145.22|1201.16|1212.39|1249.45|1304.72|1331.59|1383.0|1427.08|1462.34|1500.57|1536.72|
||2023|1694.5|1722.54|1768.7|1793.74|1825.27|1872.13|2034.78|2188.36|2274.48|2344.59|2397.55|2442.95|
||2024|2693.38|2788.08|2878.32|2979.73|3028.08|3075.26|3165.67|3231.36|3336.37|3403.92|3447.8|3500.78|
||2025|3769.02|3879.47|3948.4|4053.22|4117.55|4188.78|4270.37|4298.77|4390.66|4429.52|4479.94||
|121. (Personal Care)|2005|112.81|113.91|115.35|116.16|116.16|116.76|116.99|117.28|117.31|117.85|118.15|118.4|
||2006|118.74|119.24|119.01|119.16|119.0|119.21|120.75|122.87|124.2|124.71|123.35|123.79|
||2007|124.15|125.17|125.66|125.68|125.4|125.06|125.06|125.4|125.94|127.14|128.33|128.3|
||2008|128.58|129.51|130.0|131.07|132.76|134.07|134.46|135.83|135.95|136.65|137.12|137.96|
||2009|139.87|140.55|141.21|141.32|141.59|142.28|143.24|143.09|143.42|143.8|143.69|143.22|
||2010|142.88|143.43|142.97|143.23|143.6|142.37|142.34|142.57|143.27|144.26|145.0|145.79|
||2011|146.44|148.14|148.81|149.45|150.17|150.68|151.27|152.1|153.51|154.71|157.92|159.17|
||2012|161.08|162.26|164.56|166.04|167.76|169.36|170.95|171.77|173.05|174.03|174.82|175.85|
||2013|176.82|177.44|178.46|179.21|180.23|180.98|181.0|181.15|181.61|182.03|183.42|184.58|
||2014|186.2|188.06|189.72|191.74|194.07|196.17|197.23|198.97|200.93|202.51|203.88|204.88|
||2015|206.51|206.5|207.27|209.09|209.78|211.6|213.0|214.04|215.42|217.01|218.58|219.76|
||2016|221.99|222.99|223.91|225.13|225.62|226.96|228.12|228.88|229.67|231.05|233.28|236.16|
||2017|240.28|244.99|247.49|250.93|252.36|254.57|257.02|257.71|260.67|261.58|262.77|266.01|
||2018|269.28|272.17|272.35|277.61|280.09|284.23|288.32|294.48|318.22|337.41|344.87|347.64|
||2019|351.95|349.39|348.81|354.36|354.97|365.13|367.18|363.88|372.34|372.77|374.3|373.72|
||2020|379.38|376.81|379.04|384.89|390.16|400.01|402.79|405.94|408.83|412.07|420.7|422.96|
||2021|436.57|426.7|436.71|442.11|443.79|460.0|464.42|477.62|485.52|488.7|500.64|552.84|
||2022|611.72|662.14|688.48|685.27|711.98|737.36|759.17|789.45|824.69|856.64|883.79|905.11|
||2023|940.91|959.45|983.91|992.96|1003.8|1027.11|1111.89|1226.82|1265.19|1296.87|1334.6|1360.8|
||2024|1444.79|1505.51|1551.59|1600.26|1636.69|1673.33|1728.75|1759.2|1799.36|1817.01|1859.18|1892.28|
||2025|1986.6|2047.32|2096.38|2155.24|2195.1|2234.07|2288.79|2302.45|2346.24|2346.89|2367.42||
|123. (Personal Effects N.E.C.)|2005|111.89|108.23|109.95|111.71|111.92|112.99|110.71|113.36|117.08|120.83|122.59|128.37|
||2006|132.45|134.07|134.36|145.15|166.09|162.16|169.48|162.29|157.2|155.75|161.29|159.62|
||2007|158.73|162.39|161.99|163.51|160.01|156.16|155.02|157.18|160.91|161.47|169.74|166.85|
||2008|177.59|186.88|198.64|201.34|191.65|189.72|195.54|178.99|179.37|205.25|204.4|213.14|
||2009|224.35|250.18|256.53|234.28|236.42|241.67|236.77|234.87|246.0|252.58|268.46|273.53|
||2010|269.12|268.63|276.03|274.83|292.98|305.16|293.76|290.7|299.75|304.38|309.12|326.74|
||2011|330.5|332.54|342.25|342.6|355.85|365.97|380.33|430.84|458.33|440.28|447.83|446.38|
||2012|440.66|439.24|435.88|431.86|425.3|430.35|426.68|428.91|457.16|463.3|456.2|450.71|
||2013|443.45|436.44|434.37|415.33|404.1|401.43|394.52|413.76|426.21|416.48|412.94|407.0|
||2014|429.36|441.11|452.72|436.58|432.81|434.5|442.16|445.54|446.14|452.03|440.5|451.46|
||2015|466.31|478.23|483.2|497.31|498.6|505.45|493.51|509.09|534.36|540.11|517.21|517.05|
||2016|533.53|554.44|565.61|558.73|579.21|579.59|603.58|610.13|608.31|609.24|627.06|623.98|
||2017|675.23|683.35|684.33|701.29|681.37|683.21|677.38|688.25|701.56|716.99|750.66|739.11|
||2018|755.22|760.58|773.02|806.15|845.52|869.56|864.54|986.99|1075.8|1032.55|971.17|982.16|
||2019|1006.04|1002.49|1019.78|1050.87|1093.05|1107.57|1116.6|1156.65|1179.87|1184.83|1163.88|1181.41|
||2020|1238.21|1279.86|1314.77|1461.06|1512.95|1507.56|1589.18|1777.28|1781.83|1846.83|1858.25|1800.26|
||2021|1760.74|1689.42|1730.96|1820.12|1917.1|1964.17|1935.45|1904.36|1919.37|2011.68|2268.75|2799.74|
||2022|2831.5|2933.26|3191.99|3256.99|3320.87|3475.75|3464.16|3639.36|3595.38|3606.94|3698.47|3810.45|
||2023|3975.44|3982.27|4044.7|4220.59|4339.57|4529.18|5089.15|5292.25|5396.1|5552.8|5679.83|5879.22|
||2024|6104.46|6202.32|6612.6|6835.88|6809.88|6893.67|7034.55|7292.98|7452.61|7615.44|7495.63|7597.24|
||2025|7713.56|8017.35|8177.61|8531.63|8682.88|8937.68|9045.13|9098.55|9362.59|9742.75|9857.19||
|124. (Social Protection)|2005|131.3|129.7|130.61|131.08|131.37|135.88|136.9|139.69|146.0|146.95|147.03|146.75|
||2006|147.07|148.6|149.26|149.83|150.01|152.56|152.86|154.44|160.72|162.26|162.12|162.47|
||2007|163.95|165.0|165.34|165.6|165.99|167.14|167.4|168.46|175.5|178.07|178.75|178.69|
||2008|178.81|179.81|180.65|181.4|182.12|182.69|183.73|185.41|195.57|196.08|196.25|195.97|
||2009|196.12|196.73|197.33|198.18|198.45|198.34|198.04|198.29|202.81|203.46|203.31|202.46|
||2010|202.43|202.92|203.6|203.75|204.68|205.44|205.6|205.89|210.91|213.68|214.19|214.26|
||2011|214.67|215.15|215.74|216.3|216.92|217.42|217.62|218.68|226.87|228.64|229.38|229.65|
||2012|230.07|231.27|231.65|231.93|232.22|232.65|234.0|236.24|242.86|245.55|247.2|247.48|
||2013|248.16|249.37|250.56|250.55|251.15|252.04|254.13|254.8|263.88|265.15|266.02|266.88|
||2014|267.42|268.27|268.84|269.89|271.02|271.85|272.87|275.41|284.95|286.07|287.1|287.81|
||2015|289.47|290.69|290.81|292.23|293.23|293.88|294.6|297.36|311.74|316.11|316.2|316.41|
||2016|318.04|319.38|320.78|320.94|320.09|323.07|325.28|329.43|343.68|346.68|347.4|348.47|
||2017|350.54|351.96|355.0|354.81|355.45|358.8|360.73|363.9|378.79|380.27|380.56|380.87|
||2018|383.96|387.18|389.72|391.52|393.4|397.7|399.6|402.25|427.44|432.75|433.84|433.92|
||2019|436.18|440.28|444.11|447.7|451.36|455.84|462.42|468.96|499.89|502.47|503.54|504.3|
||2020|509.43|512.03|512.48|512.48|512.48|522.66|532.71|543.4|570.0|591.82|595.34|595.48|
||2021|601.56|603.82|611.0|613.38|614.55|620.81|628.76|642.22|686.64|689.13|690.49|693.54|
||2022|736.12|770.83|788.96|802.21|824.5|848.15|883.17|903.85|1010.98|1026.38|1033.82|1036.87|
||2023|1168.15|1244.13|1277.96|1293.64|1333.71|1418.32|1605.51|1758.16|2159.23|2293.18|2320.61|2337.21|
||2024|2684.82|2913.33|2943.05|2965.23|3046.81|3117.62|3264.54|3364.52|4167.42|4275.01|4298.88|4315.02|
||2025|4636.79|4850.14|4920.28|4989.48|5056.41|5149.57|5260.47|5415.79|6001.27|6095.08|6097.2||
|125. (Insurance)|2005|127.14|130.53|128.74|123.83|122.0|127.27|126.82|130.87|132.18|130.54|135.38|135.42|
||2006|136.48|143.56|142.2|143.94|144.06|143.25|144.44|149.08|144.81|146.01|145.81|147.39|
||2007|151.08|153.45|154.86|155.78|156.41|159.84|159.44|161.69|159.24|167.01|165.59|163.89|
||2008|167.94|166.93|165.85|165.53|163.96|163.3|161.68|157.89|157.71|155.08|153.79|152.52|
||2009|154.69|153.42|153.28|154.55|154.18|156.09|161.32|160.44|163.36|164.07|163.99|166.07|
||2010|171.14|173.01|173.98|173.07|173.38|172.95|176.84|176.06|176.39|175.94|176.74|177.16|
||2011|179.72|180.2|180.12|180.45|183.63|184.4|187.25|189.67|189.93|191.96|194.1|195.14|
||2012|199.24|201.7|200.39|201.93|202.1|203.95|210.94|216.24|231.52|239.8|254.86|260.6|
||2013|268.25|270.89|274.69|275.35|273.78|270.38|275.3|278.83|275.01|275.87|275.18|273.51|
||2014|271.63|270.36|277.29|278.07|273.48|272.12|267.54|263.62|260.59|260.9|260.88|261.27|
||2015|265.81|268.07|268.45|275.2|284.44|284.33|303.2|319.28|338.82|364.88|388.38|400.97|
||2016|423.08|438.77|449.65|464.23|467.61|462.42|469.28|467.48|465.64|467.08|464.04|466.28|
||2017|472.08|474.91|472.51|442.45|413.05|409.71|407.73|408.89|407.65|409.51|413.27|412.22|
||2018|443.35|445.73|450.87|450.13|453.44|459.51|466.59|478.04|499.7|525.54|520.74|520.01|
||2019|538.78|543.82|552.15|557.48|561.94|564.18|568.07|573.21|581.09|582.21|578.58|574.0|
||2020|593.34|586.35|585.26|581.18|579.32|578.26|569.73|570.36|583.18|589.71|594.11|599.32|
||2021|614.25|597.84|589.39|581.26|585.38|596.46|589.86|592.12|596.56|617.32|651.79|821.79|
||2022|888.2|963.04|1004.47|1077.66|1138.36|1361.38|1451.24|1500.68|1649.05|1698.73|1741.02|1808.02|
||2023|1893.87|1934.47|1945.46|1977.99|2137.41|2190.91|2335.61|2367.31|2309.73|2304.39|2330.58|2364.42|
||2024|2747.0|2898.59|3017.27|3171.54|3295.58|3230.83|3446.02|3566.73|3662.16|3767.75|3887.77|4040.0|
||2025|4366.13|4528.41|4495.27|4641.74|4738.82|4798.94|4944.2|4969.79|4871.41|4918.81|4950.43||
|126. (Financial Services N.E.C.)|2005|124.54|126.59|126.59|128.68|128.66|128.66|128.66|128.66|128.66|128.66|135.43|142.2|
||2006|142.2|143.59|143.59|143.59|143.59|147.06|148.93|155.72|155.72|155.72|155.72|155.72|
||2007|158.72|154.46|154.46|154.46|154.46|154.46|154.46|155.98|155.98|158.72|158.72|158.72|
||2008|158.72|158.72|158.72|158.72|158.72|158.72|161.4|164.08|164.08|164.08|166.99|170.17|
||2009|179.76|183.03|196.56|196.56|196.56|208.21|208.21|208.21|208.21|208.2|208.2|208.2|
||2010|217.7|217.7|217.7|217.7|217.7|217.7|217.7|230.6|230.6|230.6|224.89|231.56|
||2011|238.22|238.22|258.34|258.34|258.34|273.64|273.64|273.64|273.64|281.75|307.01|307.01|
||2012|307.01|307.01|307.01|307.01|307.01|307.01|332.94|332.94|332.94|332.94|332.94|332.94|
||2013|332.94|332.94|332.94|332.94|332.94|332.94|332.94|332.94|332.94|332.94|332.94|332.94|
||2014|332.94|332.94|332.94|332.94|332.94|332.94|332.94|332.94|332.94|332.94|332.94|332.94|
||2015|335.53|338.27|338.27|338.27|338.27|338.27|338.27|338.27|338.27|338.27|338.27|338.27|
||2016|361.58|386.86|386.86|386.86|386.86|386.86|401.51|401.51|401.51|401.51|416.73|437.19|
||2017|454.99|469.02|469.02|469.02|469.02|471.68|483.49|517.3|517.3|517.3|517.3|517.3|
||2018|530.76|553.14|570.75|585.6|585.6|591.05|609.29|609.29|609.29|609.29|609.29|609.29|
||2019|658.86|673.69|673.69|673.69|673.69|673.69|681.48|714.95|714.95|734.13|734.13|734.13|
||2020|756.55|778.35|52.91|52.91|52.91|52.91|52.91|52.91|52.91|52.91|52.91|52.91|
||2021|59.17|60.49|60.49|60.49|60.49|60.48|60.47|60.47|60.47|60.47|60.47|60.47|
||2022|66.77|77.87|77.87|77.87|77.87|77.87|77.87|77.87|81.97|81.97|81.97|81.97|
||2023|124.41|135.14|135.14|135.14|135.14|135.14|135.14|135.14|135.14|135.14|135.14|135.14|
||2024|223.11|223.11|223.11|223.11|223.11|223.11|223.11|223.11|223.11|223.11|223.11|223.11|
||2025|321.98|321.98|321.98|321.98|321.98|321.98|321.98|321.98|321.98|321.98|321.98||
|127. (Other Services N.E.C.)|2005|139.75|139.88|142.35|144.01|144.0|144.01|144.05|144.08|144.15|144.23|144.25|144.23|
||2006|154.49|154.49|159.5|159.64|159.64|159.62|160.14|160.28|160.4|160.5|160.51|160.54|
||2007|168.8|168.8|173.09|173.22|173.21|173.31|173.34|173.36|173.37|173.4|173.42|173.42|
||2008|182.14|182.14|186.65|186.77|186.85|186.92|186.92|186.93|187.12|187.24|187.61|187.72|
||2009|202.63|202.68|207.95|207.97|208.09|208.1|223.52|238.9|238.96|238.99|239.01|239.07|
||2010|252.24|252.21|254.16|254.16|254.19|233.59|212.98|213.14|213.3|213.34|213.39|213.48|
||2011|228.2|228.22|229.32|229.34|229.39|229.35|229.37|229.4|230.46|230.45|230.53|230.73|
||2012|258.82|258.81|260.23|260.28|260.42|260.59|260.71|260.8|260.99|261.09|261.2|261.24|
||2013|292.3|292.61|293.73|293.77|293.72|293.76|293.84|293.93|294.18|294.33|294.36|294.51|
||2014|311.52|312.0|313.64|313.84|313.87|314.0|314.13|314.11|314.31|314.36|314.43|314.52|
||2015|343.47|343.55|345.3|345.73|346.11|346.28|346.44|346.56|346.91|347.43|347.63|347.68|
||2016|376.68|376.82|378.18|378.26|378.36|378.44|378.51|378.54|378.88|379.06|379.22|379.32|
||2017|401.03|401.24|402.91|403.17|403.21|403.26|403.41|403.44|403.56|403.59|403.87|403.99|
||2018|453.98|454.48|457.06|456.99|457.09|457.57|457.85|458.35|461.09|461.97|462.44|462.73|
||2019|561.95|562.13|562.31|567.4|567.73|567.92|567.9|568.0|568.4|568.57|568.66|568.88|
||2020|682.86|683.29|688.64|688.68|688.77|688.89|689.03|689.22|689.42|689.5|689.91|721.36|
||2021|763.31|763.8|773.15|773.52|773.84|774.79|775.29|775.65|776.12|776.25|809.42|852.01|
||2022|997.14|999.25|1001.23|1020.53|1022.91|1024.24|1025.4|1027.62|1029.34|1031.28|1032.35|1033.04|
||2023|1762.51|1767.08|1866.87|1868.92|1870.65|1874.58|1976.24|2015.42|2145.32|2280.01|2283.5|2286.97|
||2024|3148.2|3163.89|3173.51|3363.52|3368.65|3373.63|3383.45|3395.09|3406.28|3613.57|3618.48|3626.9|
||2025|4732.65|4743.58|4747.73|4755.3|4758.6|4762.11|4766.98|4773.33|4777.39|4780.29|4932.3||
|||||||||||||||
